"ADVERTISER","TARGETED COUNTRIES","LINK ID","NAME","DESCRIPTION","KEYWORDS","LINK TYPE","THREE MONTH EPC","SEVEN DAY EPC","LAST UDPATED","HTML LINKS","JAVASCRIPT LINKS","CLICK URL","PROMOTION TYPE","COUPON CODE","PROMOTIONAL DATE","PROMOTIONAL END DATE","CATEGORY","ADV_CID","RELATIONSHIP STATUS","LANGUAGE","MOBILE OPTIMIZED"
"ParisCityVision.com","","15101285","EN_versailles_en_250x250","EN_versailles_en_250x250","","Banner","N/A","N/A","15-Apr-2025","<a href=""https://www.jdoqocy.com/click-101501157-15101285"" target=""_top""> <img src=""https://www.lduhtrp.net/image-101501157-15101285"" width=""250"" height=""250"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.jdoqocy.com/placeholder-56829510?target=_top&mouseover=N""></script>","https://www.jdoqocy.com/click-101501157-15101285","Sale/Discount","","10-Nov-2021","31-Dec-2030","Vacation","4009935","Active","English","No"
"ParisCityVision.com","","13863656","728x90_10%_Rabatt_Audioguide-Tour_Giverny","<link>10% Rabatt auf einen Giverny-Besuch mit Audioguide aus Paris</link> ","giverny, Monet, paris, frankreich, rabatt, ermäßigung","Banner","N/A","N/A","15-Apr-2025","<a href=""https://www.jdoqocy.com/click-101501157-13863656"" target=""_top""> <img src=""https://www.tqlkg.com/image-101501157-13863656"" width=""728"" height=""90"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.tkqlhce.com/placeholder-56829511?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101501157-13863656","Sale/Discount","","22-Oct-2019","22-Oct-2025","Vacation","4009935","Active","German","Yes"
"ParisCityVision.com","FR","15100964","versailles_728x90_France","versailles_728x90_France","","Banner","N/A","N/A","15-Apr-2025","<a href=""https://www.dpbolvw.net/click-101501157-15100964"" target=""_top""> <img src=""https://www.ftjcfx.com/image-101501157-15100964"" width=""728"" height=""90"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.jdoqocy.com/placeholder-56829512?target=_top&mouseover=N""></script>","https://www.tkqlhce.com/click-101501157-15100964","Sale/Discount","","10-Nov-2021","31-Dec-2030","Vacation","4009935","Active","French","No"
"ParisCityVision.com","","11940491","Christmas and New Year Eve in Paris","Discover our offers for Christmas and New Year Eve in Paris","paris,christmas,new year eve, dinner","Text Link","N/A","N/A","15-Apr-2025","<a href=""https://www.dpbolvw.net/click-101501157-11940491"" target=""_top"">Christmas and New Year Eve in Paris </a><img src=""https://www.ftjcfx.com/image-101501157-11940491"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-56829513?target=_top&mouseover=N""></script>","https://www.tkqlhce.com/click-101501157-11940491","N/A","","","","Vacation","4009935","Active","English","No"
"ParisCityVision.com","DE","15101205","christmas_nye_de_250x250_Germany","christmas_nye_de_250x250_Germany","","Banner","N/A","N/A","15-Apr-2025","<a href=""https://www.tkqlhce.com/click-101501157-15101205"" target=""_top""> <img src=""https://www.awltovhc.com/image-101501157-15101205"" width=""250"" height=""250"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.dpbolvw.net/placeholder-56829514?target=_top&mouseover=N""></script>","https://www.jdoqocy.com/click-101501157-15101205","Sale/Discount","","10-Nov-2021","31-Dec-2030","Vacation","4009935","Active","German","No"
"ParisCityVision.com","","11762076","Billets Parc Astérix avec transport depuis Paris","Profitez d'une sortie au Parc Astérix au départ de Paris, en famille, en couple ou entre amis","parc asterix, attraction, paris, excursion","Text Link","N/A","N/A","15-Apr-2025","<a href=""https://www.dpbolvw.net/click-101501157-11762076"" target=""_top"">Billets Parc Astérix avec transport depuis Paris</a><img src=""https://www.awltovhc.com/image-101501157-11762076"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.jdoqocy.com/placeholder-56829515?target=_top&mouseover=N""></script>","https://www.jdoqocy.com/click-101501157-11762076","N/A","","","","Vacation","4009935","Active","French","No"
"ParisCityVision.com","","13863048","200x200_10%_de_reduction_sur_une_excursion_aux_chateaux_de_la_loire_avec_Audioguide_depuis_Paris","<link>10% de réduction sur une excursion aux Châteaux de la Loire depuis Paris</link>","loire, chateau, visite, france, promo, reduction","Banner","N/A","N/A","15-Apr-2025","<a href=""https://www.anrdoezrs.net/click-101501157-13863048"" target=""_top""> <img src=""https://www.awltovhc.com/image-101501157-13863048"" width=""200"" height=""200"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.jdoqocy.com/placeholder-56829516?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101501157-13863048","Sale/Discount","","21-Oct-2019","21-Oct-2025","Vacation","4009935","Active","French","Yes"
"ParisCityVision.com","","13863651","300x250_10%_Rabatt_Audioguide-Tour_Giverny","<link>10% Rabatt auf einen Giverny-Besuch mit Audioguide aus Paris</link> ","giverny, Monet, paris, frankreich, rabatt, ermäßigung","Banner","N/A","N/A","15-Apr-2025","<a href=""https://www.kqzyfj.com/click-101501157-13863651"" target=""_top""> <img src=""https://www.ftjcfx.com/image-101501157-13863651"" width=""300"" height=""250"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-56829517?target=_top&mouseover=N""></script>","https://www.jdoqocy.com/click-101501157-13863651","Sale/Discount","","22-Oct-2019","22-Oct-2025","Vacation","4009935","Active","German","Yes"
"ParisCityVision.com","","11758806","Disneyland Paris Tickets","Book your Disneyland Paris Tickets for 1 or 2 parks, with or without transportation included","disney, tour, visit, paris","Text Link","N/A","N/A","15-Apr-2025","<a href=""https://www.jdoqocy.com/click-101501157-11758806"" target=""_top"">Disneyland Paris Tickets</a><img src=""https://www.ftjcfx.com/image-101501157-11758806"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.tkqlhce.com/placeholder-56829518?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101501157-11758806","N/A","","","","Vacation","4009935","Active","English","No"
"ParisCityVision.com","","12372544","120x600_Navidad_y_Año_Nuevo_en_París","Navidad y Año Nuevo en París.
Descubra nuestras ofertas para Navidad y Año Nuevo en París","paris,navidad,ano nuevo, cena","Banner","N/A","N/A","15-Apr-2025","<a href=""https://www.dpbolvw.net/click-101501157-12372544"" target=""_top""> <img src=""https://www.lduhtrp.net/image-101501157-12372544"" width=""120"" height=""600"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.kqzyfj.com/placeholder-56829519?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101501157-12372544","N/A","","","","Vacation","4009935","Active","Spanish","Yes"
"ParisCityVision.com","","11657515","10% de descuento en la visita del Palacio de Versalles con Audioguía","Disfrute de un descuento de 10% en la visita del Palacio de Versalles con Audioguía","versalles, paris, descuento, palacio","Text Link","N/A","N/A","15-Apr-2025","<a href=""https://www.anrdoezrs.net/click-101501157-11657515"" target=""_top"">10% de descuento en la visita del Palacio de Versalles con Audioguía</a><img src=""https://www.tqlkg.com/image-101501157-11657515"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.kqzyfj.com/placeholder-56829520?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101501157-11657515","Sale/Discount","","3-Jun-2013","30-Oct-2025","Vacation","4009935","Active","Spanish","No"
"ParisCityVision.com","","11657518","10% de desconto na visita do Castelo de Versalhes com Audioguia","Desfrute de um desconto de 10% em nossa excursão de meio dia em Versalhes a partir de Paris","versalhes, paris, desconto, castelo","Text Link","N/A","N/A","15-Apr-2025","<a href=""https://www.dpbolvw.net/click-101501157-11657518"" target=""_top"">10% de desconto na visita do Castelo de Versalhes com Audioguia</a><img src=""https://www.lduhtrp.net/image-101501157-11657518"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.jdoqocy.com/placeholder-56829521?target=_top&mouseover=N""></script>","https://www.kqzyfj.com/click-101501157-11657518","Sale/Discount","","3-Jun-2013","30-Oct-2025","Vacation","4009935","Active","Portuguese","No"
"ParisCityVision.com","","13861554","200x200_Natal_e_Ano_Novo_em_Paris","Natal e Ano Novo em Paris.
Descubra as nossas ofertas de Natal e Ano Novo em Paris","paris,natal,ano novo, jantar","Banner","N/A","N/A","15-Apr-2025","<a href=""https://www.tkqlhce.com/click-101501157-13861554"" target=""_top""> <img src=""https://www.ftjcfx.com/image-101501157-13861554"" width=""200"" height=""200"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.jdoqocy.com/placeholder-56829522?target=_top&mouseover=N""></script>","https://www.kqzyfj.com/click-101501157-13861554","N/A","","","","Vacation","4009935","Active","Portuguese","No"
"ParisCityVision.com","","15101258","EN_generique_en_120x600","EN_generique_en_120x600","","Banner","N/A","N/A","15-Apr-2025","<a href=""https://www.jdoqocy.com/click-101501157-15101258"" target=""_top""> <img src=""https://www.awltovhc.com/image-101501157-15101258"" width=""120"" height=""600"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.kqzyfj.com/placeholder-56829523?target=_top&mouseover=N""></script>","https://www.jdoqocy.com/click-101501157-15101258","Sale/Discount","","10-Nov-2021","31-Dec-2030","Vacation","4009935","Active","English","No"
"ParisCityVision.com","","11362597","EN - PARISCityVISION Homepage - Deeplink","Discover all PARISCityVISION tours & activities to visit Paris & France","paris, france, sightseeing, tours, grayline","Text Link","$49.85 USD","$0.00 USD","15-Apr-2025","<a href=""https://www.tkqlhce.com/click-101501157-11362597"" target=""_top"">PARISCityVISION: #1 for tours & activities in Paris</a><img src=""https://www.ftjcfx.com/image-101501157-11362597"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.dpbolvw.net/placeholder-56829524?target=_top&mouseover=N""></script>","https://www.jdoqocy.com/click-101501157-11362597","N/A","","","","Vacation","4009935","Active","English","No"
"ParisCityVision.com","ES","15101312","ES_generique_es_336x280","ES_generique_es_336x280","","Banner","N/A","N/A","15-Apr-2025","<a href=""https://www.anrdoezrs.net/click-101501157-15101312"" target=""_top""> <img src=""https://www.ftjcfx.com/image-101501157-15101312"" width=""336"" height=""280"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.kqzyfj.com/placeholder-56829525?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101501157-15101312","Sale/Discount","","10-Nov-2021","31-Dec-2030","Vacation","4009935","Active","Spanish","No"
"ParisCityVision.com","","11585459","ES - Pagina de inicio - Deeplink","Descubra todas nuestras ofertas para organizar sus excursiones en París y Francia","paris, francia, excursiones, turismo","Text Link","$24.21 USD","N/A","15-Apr-2025","<a href=""https://www.anrdoezrs.net/click-101501157-11585459"" target=""_top"">Pagina de inicio de Pariscityvision</a><img src=""https://www.tqlkg.com/image-101501157-11585459"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-56829526?target=_top&mouseover=N""></script>","https://www.tkqlhce.com/click-101501157-11585459","N/A","","","","Vacation","4009935","Active","Spanish","Yes"
"ParisCityVision.com","","12026254","300x250 - Noël et jour de l'an à Paris","Découvrez les offres de Pariscityvision pour célébrer Noël et jour de l'an à Paris","noel, nouvel an, celebration, paris, dinner croisiere","Banner","N/A","N/A","15-Apr-2025","<a href=""https://www.anrdoezrs.net/click-101501157-12026254"" target=""_top""> <img src=""https://www.lduhtrp.net/image-101501157-12026254"" width=""300"" height=""250"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-56829527?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101501157-12026254","N/A","","","","Vacation","4009935","Active","French","No"
"ParisCityVision.com","","12372543","728x90_Christmas_and_New_Year_Eve_in_Paris","Christmas and New Year Eve in Paris.
Discover our offers for Christmas and New Year Eve in Paris","paris,christmas,new year eve, dinner","Banner","N/A","N/A","15-Apr-2025","<a href=""https://www.jdoqocy.com/click-101501157-12372543"" target=""_top""> <img src=""https://www.lduhtrp.net/image-101501157-12372543"" width=""728"" height=""90"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-56829528?target=_top&mouseover=N""></script>","https://www.anrdoezrs.net/click-101501157-12372543","N/A","","","","Vacation","4009935","Active","English","No"
"ParisCityVision.com","","15101265","EN_generique_en_728x90","EN_generique_en_728x90","","Banner","N/A","N/A","15-Apr-2025","<a href=""https://www.tkqlhce.com/click-101501157-15101265"" target=""_top""> <img src=""https://www.awltovhc.com/image-101501157-15101265"" width=""728"" height=""90"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-56829529?target=_top&mouseover=N""></script>","https://www.jdoqocy.com/click-101501157-15101265","Sale/Discount","","10-Nov-2021","31-Dec-2030","Vacation","4009935","Active","English","No"
"ParisCityVision.com","","11411392","BR - página inicial","Descubra todas as nossas ofertas para organizar passeios em Paris e na França","paris, frança, turismo, excursao","Text Link","$2.17 USD","N/A","15-Apr-2025","<a href=""https://www.anrdoezrs.net/click-101501157-11411392"" target=""_top"">página inicial</a><img src=""https://www.lduhtrp.net/image-101501157-11411392"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-56829530?target=_top&mouseover=N""></script>","https://www.tkqlhce.com/click-101501157-11411392","N/A","","","","Vacation","4009935","Active","Portuguese","Yes"
"ParisCityVision.com","ES","15101319","ES_mont_saint_michel_es_300x250","ES_mont_saint_michel_es_300x250","","Banner","N/A","N/A","15-Apr-2025","<a href=""https://www.kqzyfj.com/click-101501157-15101319"" target=""_top""> <img src=""https://www.ftjcfx.com/image-101501157-15101319"" width=""300"" height=""250"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.jdoqocy.com/placeholder-56829531?target=_top&mouseover=N""></script>","https://www.kqzyfj.com/click-101501157-15101319","Sale/Discount","","10-Nov-2021","31-Dec-2030","Vacation","4009935","Active","Spanish","No"
"ParisCityVision.com","","13863603","120x600_10%_de_desconto_na_visita_a_Giverny_com_guia_em_audio","<link>10% de desconto na visita a Giverny com guia em áudio</link>","giverny, Monet, paris, franca, desconto","Banner","N/A","N/A","15-Apr-2025","<a href=""https://www.kqzyfj.com/click-101501157-13863603"" target=""_top""> <img src=""https://www.awltovhc.com/image-101501157-13863603"" width=""120"" height=""600"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.dpbolvw.net/placeholder-56829532?target=_top&mouseover=N""></script>","https://www.anrdoezrs.net/click-101501157-13863603","Sale/Discount","","22-Oct-2019","22-Oct-2025","Vacation","4009935","Active","Portuguese","Yes"
"ParisCityVision.com","ES","15101294","ES_chateaux_de_la_loire_es_250x250","ES_chateaux_de_la_loire_es_250x250","","Banner","N/A","N/A","15-Apr-2025","<a href=""https://www.tkqlhce.com/click-101501157-15101294"" target=""_top""> <img src=""https://www.awltovhc.com/image-101501157-15101294"" width=""250"" height=""250"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.jdoqocy.com/placeholder-56829533?target=_top&mouseover=N""></script>","https://www.tkqlhce.com/click-101501157-15101294","Sale/Discount","","10-Nov-2021","31-Dec-2030","Vacation","4009935","Active","Spanish","No"
"ParisCityVision.com","","13861224","468x60_10%_de_descuento_en_la_visita_a_Giverny_con_audioguía","<link>10% de descuento en la visita a Giverny con audioguía </link>","giverny, Monet, paris, francia, descuento","Banner","N/A","N/A","15-Apr-2025","<a href=""https://www.jdoqocy.com/click-101501157-13861224"" target=""_top""> <img src=""https://www.ftjcfx.com/image-101501157-13861224"" width=""468"" height=""60"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.tkqlhce.com/placeholder-56829534?target=_top&mouseover=N""></script>","https://www.kqzyfj.com/click-101501157-13861224","Sale/Discount","","18-Oct-2019","18-Oct-2025","Vacation","4009935","Active","Spanish","Yes"
"ParisCityVision.com","","13861212","120x600_10%_de_descuento_en_la_visita_a_Giverny_con_audioguía","<link>10% de descuento en la visita a Giverny con audioguía </link>","giverny, Monet, paris, francia, descuento","Banner","N/A","N/A","15-Apr-2025","<a href=""https://www.anrdoezrs.net/click-101501157-13861212"" target=""_top""> <img src=""https://www.ftjcfx.com/image-101501157-13861212"" width=""120"" height=""600"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.jdoqocy.com/placeholder-56829535?target=_top&mouseover=N""></script>","https://www.tkqlhce.com/click-101501157-13861212","Sale/Discount","","18-Oct-2019","18-Oct-2025","Vacation","4009935","Active","Spanish","No"
"ParisCityVision.com","","12187733","Paris & France Private minivan tours","Check out our excursions in high class spacious and comfortable minivan escorted by our driver-guide interpreter from your residence in Paris","private, VIP, paris, tours, excursion, privatization","Text Link","$0.00 USD","N/A","15-Apr-2025","<a href=""https://www.tkqlhce.com/click-101501157-12187733"" target=""_top"">Paris & France Private minivan tours</a><img src=""https://www.ftjcfx.com/image-101501157-12187733"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.jdoqocy.com/placeholder-56829536?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101501157-12187733","N/A","","","","Vacation","4009935","Active","English","No"
"ParisCityVision.com","","15101253","EN_christmas_nye_en_250x250","EN_christmas_nye_en_250x250","","Banner","N/A","N/A","15-Apr-2025","<a href=""https://www.kqzyfj.com/click-101501157-15101253"" target=""_top""> <img src=""https://www.tqlkg.com/image-101501157-15101253"" width=""250"" height=""250"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-56829537?target=_top&mouseover=N""></script>","https://www.kqzyfj.com/click-101501157-15101253","Sale/Discount","","10-Nov-2021","31-Dec-2030","Vacation","4009935","Active","English","No"
"ParisCityVision.com","","13861533","200x200_Weihnachten_und_Silvester_in_Paris","<link>Erleben Sie die Magie von Weihnachten und Silvester in Paris.
Nächtliche Stadtrundfahrt & Dinner-Kreuzfahrt</link>","Weihnachten, Neujahr, Feier, Paris, Abendessen, Schifffahrt, Bootstour","Banner","N/A","N/A","15-Apr-2025","<a href=""https://www.anrdoezrs.net/click-101501157-13861533"" target=""_top""> <img src=""https://www.ftjcfx.com/image-101501157-13861533"" width=""200"" height=""200"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.kqzyfj.com/placeholder-56829538?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101501157-13861533","N/A","","","","Vacation","4009935","Active","German","Yes"
"ParisCityVision.com","","13863611","120x600_10%_de_desconto_no_Passe_1_dia_Paris_City_Tour","<link>10% de desconto no Passe 1 dia Paris City Tour</link>","passe, 1 dia, citytour, paris, desconto","Banner","N/A","N/A","15-Apr-2025","<a href=""https://www.jdoqocy.com/click-101501157-13863611"" target=""_top""> <img src=""https://www.awltovhc.com/image-101501157-13863611"" width=""120"" height=""600"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.jdoqocy.com/placeholder-56829539?target=_top&mouseover=N""></script>","https://www.anrdoezrs.net/click-101501157-13863611","Sale/Discount","","22-Oct-2019","22-Oct-2025","Vacation","4009935","Active","Portuguese","Yes"
"ParisCityVision.com","","13863638","300x250_10%_de_desconto_na_visita_do_Castelo_de_Versalhes_com_Audioguia","<link>10% de desconto na visita do Castelo de Versalhes com Audioguia</link>","versalhes, paris, desconto, castelo","Banner","N/A","N/A","15-Apr-2025","<a href=""https://www.jdoqocy.com/click-101501157-13863638"" target=""_top""> <img src=""https://www.tqlkg.com/image-101501157-13863638"" width=""300"" height=""250"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.jdoqocy.com/placeholder-56829540?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101501157-13863638","Sale/Discount","","22-Oct-2019","22-Oct-2025","Vacation","4009935","Active","Portuguese","Yes"
"ParisCityVision.com","FR","15100934","generique_160x600_France","generique_160x600_France","","Banner","N/A","N/A","15-Apr-2025","<a href=""https://www.dpbolvw.net/click-101501157-15100934"" target=""_top""> <img src=""https://www.awltovhc.com/image-101501157-15100934"" width=""160"" height=""600"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-56829541?target=_top&mouseover=N""></script>","https://www.kqzyfj.com/click-101501157-15100934","Sale/Discount","","10-Nov-2021","31-Dec-2030","Vacation","4009935","Active","French","No"
"ParisCityVision.com","DE","15101238","versailles_de_300x250_Germany","versailles_de_300x250_Germany","","Banner","N/A","N/A","15-Apr-2025","<a href=""https://www.anrdoezrs.net/click-101501157-15101238"" target=""_top""> <img src=""https://www.awltovhc.com/image-101501157-15101238"" width=""300"" height=""250"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-56830666?target=_top&mouseover=N""></script>","https://www.anrdoezrs.net/click-101501157-15101238","Sale/Discount","","10-Nov-2021","31-Dec-2030","Vacation","4009935","Active","German","No"
"ParisCityVision.com","","13865950","120x600_10%_Rabatt_Paris_1-Tages-Hop-On/Hop-Off-Busticket","<link>10% Rabatt Paris 1 Tages Hop-On/Hop-Off-Busticket</link> ","Pass, 1 Tag, Stadtrundfahrt, Tour, Paris, Rabatt, Discount","Banner","N/A","N/A","15-Apr-2025","<a href=""https://www.anrdoezrs.net/click-101501157-13865950"" target=""_top""> <img src=""https://www.tqlkg.com/image-101501157-13865950"" width=""120"" height=""600"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.kqzyfj.com/placeholder-56830667?target=_top&mouseover=N""></script>","https://www.anrdoezrs.net/click-101501157-13865950","N/A","","","","Vacation","4009935","Active","German","Yes"
"ParisCityVision.com","","13018096","10% Off Palace of Versailles and Giverny Gardens audio guided Tour","Take advantage of a 10% discount on our Palace of Versailles and Giverny Gardens audio guided Tour","giverny, Monet, paris, france, discount, promotion, versailles, palace","Text Link","$0.00 USD","N/A","15-Apr-2025","<a href=""https://www.kqzyfj.com/click-101501157-13018096"" target=""_top"">10% Off Palace of Versailles and Giverny Gardens audio guided Tour</a> <img src=""https://www.awltovhc.com/image-101501157-13018096"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.kqzyfj.com/placeholder-56829559?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101501157-13018096","Sale/Discount","","26-Jul-2017","26-Jul-2077","Vacation","4009935","Active","English","No"
"ParisCityVision.com","","12379316","728x90_Noël_et_jour_de_l_an_à_Paris","Découvrez nos offres Noël et jour de l'an à Paris","paris, noel, nouvel an, reveillon, diner","Banner","N/A","N/A","15-Apr-2025","<a href=""https://www.jdoqocy.com/click-101501157-12379316"" target=""_top""> <img src=""https://www.ftjcfx.com/image-101501157-12379316"" width=""728"" height=""90"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-56830668?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101501157-12379316","N/A","","","","Vacation","4009935","Active","French","No"
"ParisCityVision.com","FR","15100962","versailles_336x280_France","versailles_336x280_France","","Banner","N/A","N/A","15-Apr-2025","<a href=""https://www.tkqlhce.com/click-101501157-15100962"" target=""_top""> <img src=""https://www.ftjcfx.com/image-101501157-15100962"" width=""336"" height=""280"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.jdoqocy.com/placeholder-56830669?target=_top&mouseover=N""></script>","https://www.kqzyfj.com/click-101501157-15100962","Sale/Discount","","10-Nov-2021","31-Dec-2030","Vacation","4009935","Active","French","No"
"ParisCityVision.com","FR","15100942","mont_saint_michel_160x600_France","mont_saint_michel_160x600_France","","Banner","N/A","N/A","15-Apr-2025","<a href=""https://www.anrdoezrs.net/click-101501157-15100942"" target=""_top""> <img src=""https://www.lduhtrp.net/image-101501157-15100942"" width=""160"" height=""600"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-56830670?target=_top&mouseover=N""></script>","https://www.tkqlhce.com/click-101501157-15100942","Sale/Discount","","10-Nov-2021","31-Dec-2030","Vacation","4009935","Active","French","No"
"ParisCityVision.com","","13861409","728x90_10%_de_descuento_en_la_excursión_Libre_al_Mont-Saint-Michel_con_salida_de_París","<link>10% de descuento en la excursión Libre al Mont-Saint-Michel con salida de París</link>","monte San Miguel, mont saint michel, descuento","Banner","N/A","N/A","15-Apr-2025","<a href=""https://www.dpbolvw.net/click-101501157-13861409"" target=""_top""> <img src=""https://www.tqlkg.com/image-101501157-13861409"" width=""728"" height=""90"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.jdoqocy.com/placeholder-56830671?target=_top&mouseover=N""></script>","https://www.kqzyfj.com/click-101501157-13861409","Sale/Discount","","18-Oct-2019","18-Oct-2025","Vacation","4009935","Active","Spanish","Yes"
"ParisCityVision.com","","13863057","728x90_10%_de_reduction_sur_une_excursion_aux_chateaux_de_la_loire_avec_Audioguide_depuis_Paris","<link>10% de réduction sur une excursion aux Châteaux de la Loire depuis Paris</link>","loire, chateau, visite, france, promo, reduction","Banner","N/A","N/A","15-Apr-2025","<a href=""https://www.tkqlhce.com/click-101501157-13863057"" target=""_top""> <img src=""https://www.awltovhc.com/image-101501157-13863057"" width=""728"" height=""90"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.dpbolvw.net/placeholder-56830672?target=_top&mouseover=N""></script>","https://www.anrdoezrs.net/click-101501157-13863057","Sale/Discount","","21-Oct-2019","21-Oct-2025","Vacation","4009935","Active","French","Yes"
"ParisCityVision.com","","13863610","728x90_10%_de_desconto_na_visita_a_Giverny_com_guia_em_audio","<link>10% de desconto na visita a Giverny com guia em áudio</link>","giverny, Monet, paris, franca, desconto","Banner","N/A","N/A","15-Apr-2025","<a href=""https://www.dpbolvw.net/click-101501157-13863610"" target=""_top""> <img src=""https://www.tqlkg.com/image-101501157-13863610"" width=""728"" height=""90"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.kqzyfj.com/placeholder-56830673?target=_top&mouseover=N""></script>","https://www.jdoqocy.com/click-101501157-13863610","Sale/Discount","","22-Oct-2019","22-Oct-2025","Vacation","4009935","Active","Portuguese","Yes"
"ParisCityVision.com","","13863632","728x90_10%_de_desconto_na_excursao_Livre_no_Mont-Saint-Michel_saindo_de_Paris","<link>10% de desconto na excursão Livre no Mont-Saint-Michel saindo de Paris</link>","monte saint michel, descuento","Banner","N/A","N/A","15-Apr-2025","<a href=""https://www.dpbolvw.net/click-101501157-13863632"" target=""_top""> <img src=""https://www.ftjcfx.com/image-101501157-13863632"" width=""728"" height=""90"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.tkqlhce.com/placeholder-56830674?target=_top&mouseover=N""></script>","https://www.jdoqocy.com/click-101501157-13863632","Sale/Discount","","22-Oct-2019","22-Oct-2025","Vacation","4009935","Active","Portuguese","Yes"
